 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 
   279    2.470        9872.156        9517.000        9507.125        9495.594;
   280    2.479        9907.563        9550.938        9541.375        9530.031;
   281    2.488        9943.000        9585.094        9575.406        9563.781;
   282    2.497        9978.406        9619.250        9608.875        9596.500;
   283    2.506       10013.813        9653.656        9642.906        9630.750;
   284    2.515       10049.250        9687.938        9676.906        9664.656;
   285    2.523       10084.656        9722.219        9710.563        9698.094;
   286    2.532       10120.063        9756.469        9744.781        9732.094;
   287    2.541       10155.500        9790.563        9778.781        9766.344;
   288    2.550       10190.906        9824.938        9813.781        9801.719;
   289    2.559       10226.313        9859.438        9849.188        9837.375;
   290    2.568       10261.750        9894.000        9884.594        9873.750;
   291    2.577       10297.156        9928.313        9919.781        9909.219;
   292    2.585       10332.563        9962.500        9953.625        9942.813;
   293    2.594       10368.000        9996.625        9987.406        9976.594;
   294    2.603       10403.406       10030.500       10020.469       10009.125;
   295    2.612       10438.813       10064.531       10053.688       10042.313;
   296    2.621       10474.250       10098.656       10087.313       10075.469;
   297    2.630       10509.656       10133.063       10121.719       10109.688;
   298    2.639       10545.063       10167.531       10156.156       10144.250;
   299    2.647       10580.500       10201.969       10191.719       10180.594;
   300    2.656       10615.906       10236.344       10226.281       10215.375;
   301    2.665       10651.313       10270.625       10261.906       10251.531;
   302    2.674       10686.750       10304.906       10297.594       10287.750;
   303    2.683       10722.156       10339.219       10332.656       10323.156;
   304    2.692       10757.563       10373.625       10367.031       10357.031;
   305    2.701       10793.000       10407.938       10401.813       10391.625;
   306    2.709       10828.406       10442.219       10435.250       10424.563;
   307    2.718       10863.813       10476.563       10469.406       10458.594;
   308    2.727       10899.250       10510.875       10502.656       10491.031;
   309    2.736       10934.656       10545.156       10536.281       10524.250;
   310    2.745       10970.063       10579.375       10570.344       10558.500;
   311    2.754       11005.500       10613.813       10604.188       10592.000;
   312    2.763       11040.906       10648.500       10640.625       10628.875;
   313    2.771       11076.313       10683.313       10676.313       10665.156;
   314    2.780       11111.750       10718.156       10712.188       10701.250;
   315    2.789       11147.156       10752.844       10747.344       10736.813;
   316    2.798       11182.563       10787.344       10782.313       10771.750;
   317    2.807       11218.000       10821.813       10816.594       10805.344;
   318    2.816       11253.406       10856.188       10849.969       10838.094;
   319    2.824       11288.813       10890.594       10883.563       10871.781;
   320    2.833       11324.250       10925.063       10917.625       10905.438;
   321    2.842       11359.656       10959.594       10951.875       10939.469;
   322    2.851       11395.063       10994.313       10986.563       10974.500;
   323    2.860       11430.500       11029.000       11021.719       11009.969;
   324    2.869       11465.906       11063.594       11057.531       11046.594;
   325    2.878       11501.313       11098.125       11092.656       11081.813;
   326    2.886       11536.750       11132.719       11128.000       11117.406;
   327    2.895       11572.156       11167.344       11162.750       11152.094;
   328    2.904       11607.563       11202.156       11197.563       11186.750;
   329    2.913       11643.000       11237.031       11232.094       11220.563;
   330    2.922       11678.406       11271.656       11266.313       11254.844;
   331    2.931       11713.813       11306.063       11300.219       11288.438;
   332    2.940       11749.250       11340.094       11333.656       11321.594;
   333    2.948       11784.656       11374.125       11367.250       11355.000;
   334    2.957       11820.063       11408.250       11402.125       11390.281;
   335    2.966       11855.500       11442.656       11437.219       11425.688;
   336    2.975       11890.906       11477.469       11473.125       11461.969;
   337    2.984       11926.313       11512.344       11508.594       11497.750;
   338    2.993       11961.750       11547.063       11544.000       11533.188;
   339    3.002       11997.156       11581.688       11578.781       11568.250;
   340    3.010       12032.563       11616.156       11612.031       11600.813;
   341    3.019       12068.000       11650.500       11646.250       11635.156;
   342    3.028       12103.406       11685.000       11679.813       11667.938;
   343    3.037       12138.813       11719.469       11714.219       11702.188;
   344    3.046       12174.250       11754.156       11748.469       11736.125;
   345    3.055       12209.656       11788.875       11783.375       11771.406;
   346    3.064       12245.063       11823.281       11818.031       11806.125;
   347    3.072       12280.500       11857.625       11853.313       11842.125;
   348    3.081       12315.906       11891.750       11888.563       11877.563;
   349    3.090       12351.313       11926.094       11923.438       11912.625;
   350    3.099       12386.750       11960.656       11958.344       11947.750;
   351    3.108       12422.156       11995.250       11992.906       11981.781;
   352    3.117       12457.563       12029.969       12026.781       12015.500;
   353    3.126       12493.000       12064.531       12060.750       12048.750;
   354    3.134       12528.406       12098.906       12094.406       12082.375;
   355    3.143       12563.813       12133.156       12128.188       12115.938;
   356    3.152       12599.250       12167.188       12162.094       12149.875;
   357    3.161       12634.656       12201.281       12195.844       12183.719;
   358    3.170       12670.063       12235.406       12230.375       12218.625;
   359    3.179       12705.500       12269.844       12265.250       12253.438;
   360    3.188       12740.906       12304.344       12300.219       12288.781;
   361    3.196       12776.313       12338.844       12335.344       12324.063;
   362    3.205       12811.750       12373.219       12370.125       12359.063;
   363    3.214       12847.156       12407.500       12404.406       12392.813;
   364    3.223       12882.563       12441.844       12438.719       12426.813;
   365    3.232       12918.000       12476.094       12473.000       12460.375;
   366    3.241       12953.406       12510.594       12506.969       12494.219;
   367    3.249       12988.813       12545.125       12541.563       12528.406;
   368    3.258       13024.250       12579.594       12576.219       12563.125;
   369    3.267       13059.656       12614.094       12611.594       12599.156;
   370    3.276       13095.063       12648.344       12646.438       12634.219;
   371    3.285       13130.500       12682.469       12681.625       12669.469;
   372    3.294       13165.906       12716.781       12716.813       12705.281;
   373    3.303       13201.313       12751.281       12750.906       12739.188;
   374    3.311       13236.750       12786.031       12786.281       12774.688;
   375    3.320       13272.156       12820.875       12820.719       12808.688;
   376    3.329       13307.563       12855.625       12854.781       12842.438;
   377    3.338       13343.000       12890.188       12888.750       12875.781;
   378    3.347       13378.406       12924.531       12922.375       12909.063;
   379    3.356       13413.813       12958.750       12956.406       12943.125;
   380    3.365       13449.250       12993.094       12991.063       12978.063;
   381    3.373       13484.656       13027.563       13026.188       13013.438;
   382    3.382       13520.063       13062.375       13061.125       13048.469;
   383    3.391       13555.500       13097.188       13096.563       13084.188;
   384    3.400       13590.906       13131.844       13131.469       13119.281;
   385    3.409       13626.313       13166.563       13166.000       13153.719;
   386    3.418       13661.750       13201.188       13200.719       13188.500;
   387    3.427       13697.156       13235.656       13234.563       13222.063;
   388    3.435       13732.563       13270.250       13268.125       13254.844;
   389    3.444       13768.000       13305.000       13302.125       13288.250;
   390    3.453       13803.406       13339.813       13337.094       13323.156;
   391    3.462       13838.813       13374.781       13371.969       13358.125;
   392    3.471       13874.250       13409.656       13407.313       13393.594;
   393    3.480       13909.656       13444.313       13442.594       13429.250;
   394    3.489       13945.063       13479.000       13477.563       13464.563;
   395    3.497       13980.500       13513.719       13512.313       13499.469;
   396    3.506       14015.906       13548.500       13547.125       13534.563;
   397    3.515       14051.313       13583.313       13582.000       13569.406;
   398    3.524       14086.750       13618.281       13616.750       13603.844;
   399    3.533       14122.156       13653.344       13651.219       13637.906;
   400    3.542       14157.563       13688.219       13685.375       13671.781;
   401    3.551       14193.000       13722.875       13720.063       13705.813;
   402    3.559       14228.406       13757.594       13754.563       13740.406;
   403    3.568       14263.813       13792.375       13789.500       13775.719;
   404    3.577       14299.250       13827.219       13824.875       13811.250;
   405    3.586       14334.656       13862.344       13860.250       13847.000;
   406    3.595       14370.063       13897.531       13895.531       13882.438;
   407    3.604       14405.500       13932.406       13930.219       13917.219;
   408    3.613       14440.906       13966.969       13964.500       13951.125;
   409    3.621       14476.313       14001.531       13998.500       13984.594;
   410    3.630       14511.750       14035.813       14032.781       14018.500;
   411    3.639       14547.156       14070.219       14066.125       14051.594;
   412    3.648       14582.563       14104.844       14100.219       14085.063;
   413    3.657       14618.000       14139.500       14134.656       14119.500;
   414    3.666       14653.406       14174.250       14169.563       14154.125;
   415    3.674       14688.813       14209.000       14204.063       14188.688;
   416    3.683       14724.250       14243.500       14238.688       14223.875;
   417    3.692       14759.656       14278.031       14273.156       14258.094;
   418    3.701       14795.063       14312.438       14307.406       14292.438;
   419    3.710       14830.500       14346.813       14341.094       14325.781;
   420    3.719       14865.906       14381.281       14375.094       14359.969;
   421    3.728       14901.313       14415.875       14409.750       14394.781;
   422    3.736       14936.750       14450.500       14443.719       14428.406;
   423    3.745       14972.156       14485.000       14477.969       14462.625;
   424    3.754       15007.563       14519.094       14511.969       14496.156;
   425    3.763       15043.000       14553.156       14546.281       14530.688;
   426    3.772       15078.406       14587.156       14580.750       14565.063;
   427    3.781       15113.813       14621.531       14615.250       14599.656;
   428    3.790       15149.250       14656.094       14650.094       14634.719;
   429    3.798       15184.656       14690.719       14684.969       14669.875;
   430    3.807       15220.063       14725.313       14719.188       14704.250;
   431    3.816       15255.500       14759.563       14753.625       14738.938;
   432    3.825       15290.906       14793.438       14787.063       14772.156;
   433    3.834       15326.313       14827.250       14820.219       14804.875;
   434    3.843       15361.750       14861.250       14853.781       14838.094;
   435    3.852       15397.156       14895.250       14888.250       14872.219;
   436    3.860       15432.563       14929.406       14922.125       14905.906;
   437    3.869       15468.000       14963.594       14956.344       14940.000;
   438    3.878       15503.406       14997.969       14991.063       14974.969;
   439    3.887       15538.813       15032.250       15026.125       15010.781;
   440    3.896       15574.250       15066.469       15060.188       15044.500;
   441    3.905       15609.656       15100.719       15094.781       15079.938;
   442    3.914       15645.063       15134.844       15128.781       15113.656;
   443    3.922       15680.500       15169.125       15162.813       15148.000;
   444    3.931       15715.906       15203.469       15197.000       15181.938;
   445    3.940       15751.313       15237.750       15230.500       15215.219;
   446    3.949       15786.750       15272.000       15264.594       15248.813;
   447    3.958       15822.156       15305.938       15298.063       15282.156;
   448    3.967       15857.563       15339.750       15331.875       15316.000;
   449    3.976       15893.000       15373.688       15365.656       15349.469;
   450    3.984       15928.406       15407.750       15400.219       15384.063;
   451    3.993       15963.813       15441.969       15434.688       15418.938;
   452    4.002       15999.063       15476.219       15469.594       15453.813;
   453    4.011       16000.000       15506.344       15503.063       15488.188;
   454    4.020       16000.000       15518.375       15518.000       15505.000;
   455    4.029       16000.000       15517.531       15514.313       15500.750;
   456    4.038       16000.000       15512.000       15510.438       15497.813;
   457    4.046       16000.000       15510.031       15508.031       15495.031;
   458    4.055       16000.000       15510.031       15508.031       15495.031;
   459    4.064       16000.000       15510.031       15508.031       15495.031;
   460    4.073       16000.000       15510.031       15508.031       15495.031;
   461    4.082       16000.000       15510.031       15508.031       15495.031;
   462    4.091       16000.000       15510.031       15508.031       15495.031;
   463    4.099       16000.000       15509.906       15508.031       15495.031;
   464    4.108       16000.000       15508.156       15507.938       15495.031;
   465    4.117       16000.000       15507.031       15507.781       15494.938;
   466    4.126       16000.000       15507.031       15507.656       15494.813;
   467    4.135       16000.000       15507.031       15507.500       15494.656;
   468    4.144       16000.000       15507.031       15507.375       15494.531;
   469    4.153       16000.000       15507.031       15507.219       15494.406;
   470    4.161       16000.000       15507.031       15507.094       15494.281;
   471    4.170       16000.000       15507.031       15507.031       15494.156;
   472    4.179       16000.000       15507.031       15507.031       15494.031;
   473    4.188       16000.000       15507.000       15507.000       15494.031;
   474    4.197       16000.000       15505.750       15505.906       15494.031;
   475    4.206       16000.000       15505.031       15504.750       15493.906;
   476    4.215       16000.000       15504.250       15504.031       15493.813;
   477    4.223       16000.000       15504.031       15504.031       15493.719;
   478    4.232       16000.000       15504.031       15504.031       15493.625;
   479    4.241       16000.000       15505.531       15504.031       15493.500;
   480    4.250       16000.000       15505.531       15504.031       15493.406;
   481    4.259       16000.000       15505.531       15504.031       15493.313;
   482    4.268       16000.000       15505.531       15504.031       15493.188;
   483    4.277       16000.000       15504.531       15504.031       15493.094;
   484    4.285       16000.000       15503.969       15504.031       15492.906;
   485    4.294       16000.000       15503.313       15504.031       15492.813;
   486    4.303       16000.000       15503.031       15504.031       15492.688;
   487    4.312       16000.000       15503.031       15504.031       15492.594;
   488    4.321       16000.000       15503.031       15504.031       15492.469;
   489    4.330       16000.000       15504.531       15504.031       15492.375;
   490    4.339       16000.000       15504.531       15504.031       15492.250;
   491    4.347       16000.000       15504.531       15504.031       15492.156;
   492    4.356       16000.000       15503.531       15504.031       15492.031;
   493    4.365       16000.000       15503.531       15503.969       15492.031;
   494    4.374       16000.000       15502.563       15503.906       15491.969;
   495    4.383       16000.000       15502.031       15503.875       15491.875;
   496    4.392       16000.000       15502.031       15503.813       15491.781;
   497    4.401       16000.000       15502.031       15503.750       15491.688;
   498    4.409       16000.000       15502.031       15503.688       15491.594;
   499    4.418       16000.000       15503.531       15503.625       15491.500;
