 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000           0.000           6.531           7.000           6.000;
     1    0.009          26.313           7.031           7.000           6.000;
     2    0.018          61.750          34.000          24.000          18.813;
     3    0.027          97.156          76.250          73.125          70.063;
     4    0.035         132.563         114.156         111.000         106.500;
     5    0.044         168.000         147.750         142.406         136.094;
     6    0.053         203.406         183.156         175.469         167.938;
     7    0.062         238.813         218.781         210.500         202.969;
     8    0.071         274.250         253.094         244.531         236.656;
     9    0.080         309.656         287.094         279.188         271.406;
    10    0.089         345.063         321.875         313.344         305.656;
    11    0.097         380.500         356.625         348.594         341.563;
    12    0.106         415.906         391.281         383.094         375.906;
    13    0.115         451.313         426.063         417.656         410.781;
    14    0.124         486.750         460.781         452.313         444.938;
    15    0.133         522.156         495.531         487.156         479.438;
    16    0.142         557.563         530.188         521.375         513.625;
    17    0.151         593.000         564.844         555.438         547.344;
    18    0.159         628.406         599.469         589.844         581.313;
    19    0.168         663.813         634.125         624.500         615.688;
    20    0.177         699.250         668.656         658.875         650.000;
    21    0.186         734.656         703.406         693.813         684.938;
    22    0.195         770.063         738.188         728.344         719.375;
    23    0.204         805.500         772.625         763.094         754.031;
    24    0.213         840.906         807.063         797.688         788.219;
    25    0.221         876.313         841.719         832.000         822.531;
    26    0.230         911.750         876.188         866.438         856.906;
    27    0.239         947.156         910.531         900.531         891.000;
    28    0.248         982.563         944.781         934.406         924.094;
    29    0.257        1018.000         979.469         968.500         958.156;
    30    0.266        1053.406        1014.000        1002.750         992.313;
    31    0.274        1088.813        1048.281        1036.594        1026.250;
    32    0.283        1124.250        1082.938        1071.094        1060.719;
    33    0.292        1159.656        1117.469        1105.625        1095.438;
    34    0.301        1195.063        1151.781        1140.125        1130.188;
    35    0.310        1230.500        1186.219        1175.188        1165.375;
    36    0.319        1265.906        1220.594        1209.438        1199.906;
    37    0.328        1301.313        1255.125        1243.844        1234.344;
    38    0.336        1336.750        1289.469        1278.156        1268.031;
    39    0.345        1372.156        1323.719        1311.750        1301.031;
    40    0.354        1407.563        1358.188        1345.719        1334.906;
    41    0.363        1443.000        1392.500        1379.906        1368.656;
    42    0.372        1478.406        1427.000        1414.438        1403.281;
    43    0.381        1513.813        1461.500        1448.750        1437.938;
    44    0.390        1549.250        1495.844        1483.406        1472.813;
    45    0.398        1584.656        1530.375        1518.156        1507.656;
    46    0.407        1620.063        1564.750        1552.875        1543.000;
    47    0.416        1655.500        1599.219        1587.781        1578.000;
    48    0.425        1690.906        1633.750        1622.625        1612.406;
    49    0.434        1726.313        1668.000        1657.219        1647.156;
    50    0.443        1761.750        1702.313        1691.594        1681.250;
    51    0.452        1797.156        1736.406        1725.594        1714.875;
    52    0.460        1832.563        1770.813        1759.594        1748.406;
    53    0.469        1868.000        1805.344        1793.656        1782.438;
    54    0.478        1903.406        1839.781        1828.313        1816.781;
    55    0.487        1938.813        1874.469        1862.719        1850.719;
    56    0.496        1974.250        1909.031        1897.156        1885.344;
    57    0.505        2009.656        1943.469        1931.563        1919.531;
    58    0.514        2045.063        1978.000        1966.563        1954.688;
    59    0.522        2080.500        2012.188        2000.906        1989.188;
    60    0.531        2115.906        2046.625        2035.094        2023.000;
    61    0.540        2151.313        2081.094        2069.406        2056.813;
    62    0.549        2186.750        2115.625        2103.438        2090.625;
    63    0.558        2222.156        2150.094        2137.250        2124.063;
    64    0.567        2257.563        2184.313        2171.188        2157.656;
    65    0.576        2293.000        2218.844        2205.188        2191.188;
    66    0.584        2328.406        2253.188        2239.438        2225.625;
    67    0.593        2363.813        2287.469        2273.688        2260.188;
    68    0.602        2399.250        2322.156        2308.125        2294.906;
    69    0.611        2434.656        2356.844        2343.656        2331.000;
    70    0.620        2470.063        2391.656        2378.469        2366.469;
    71    0.629        2505.500        2426.469        2413.375        2401.469;
    72    0.638        2540.906        2461.188        2448.750        2437.188;
    73    0.646        2576.313        2495.750        2483.188        2471.156;
    74    0.655        2611.750        2530.438        2517.125        2504.500;
    75    0.664        2647.156        2564.844        2551.594        2538.563;
    76    0.673        2682.563        2599.438        2585.781        2572.500;
    77    0.682        2718.000        2634.250        2620.375        2606.938;
    78    0.691        2753.406        2669.094        2655.594        2642.188;
    79    0.699        2788.813        2703.875        2690.031        2676.563;
    80    0.708        2824.250        2738.719        2725.375        2712.094;
    81    0.717        2859.656        2773.344        2760.563        2747.688;
    82    0.726        2895.063        2807.906        2796.125        2783.875;
    83    0.735        2930.500        2842.875        2831.156        2819.000;
    84    0.744        2965.906        2877.656        2865.031        2852.344;
    85    0.753        3001.313        2912.375        2899.594        2886.688;
    86    0.761        3036.750        2947.219        2933.688        2920.125;
    87    0.770        3072.156        2981.938        2968.281        2954.406;
    88    0.779        3107.563        3016.375        3002.844        2988.594;
    89    0.788        3143.000        3050.906        3036.906        3022.250;
    90    0.797        3178.406        3085.219        3071.688        3057.250;
    91    0.806        3213.813        3119.625        3106.250        3092.438;
    92    0.815        3249.250        3154.406        3141.344        3128.125;
    93    0.823        3284.656        3189.094        3176.406        3163.656;
    94    0.832        3320.063        3223.781        3211.031        3198.594;
    95    0.841        3355.500        3258.563        3245.406        3232.719;
    96    0.850        3390.906        3293.094        3279.250        3265.906;
    97    0.859        3426.313        3327.406        3313.094        3299.156;
    98    0.868        3461.750        3361.813        3347.031        3332.531;
    99    0.877        3497.156        3396.281        3381.469        3366.625;
   100    0.885        3532.563        3431.031        3416.000        3401.031;
   101    0.894        3568.000        3465.688        3450.438        3435.469;
   102    0.903        3603.406        3500.156        3484.938        3469.813;
   103    0.912        3638.813        3534.688        3520.063        3505.500;
   104    0.921        3674.250        3568.844        3554.875        3540.656;
   105    0.930        3709.656        3603.250        3589.969        3576.188;
   106    0.939        3745.063        3637.781        3624.500        3610.375;
   107    0.947        3780.500        3672.250        3658.469        3643.719;
   108    0.956        3815.906        3707.000        3692.656        3677.500;
   109    0.965        3851.313        3741.594        3727.094        3711.594;
   110    0.974        3886.750        3776.094        3761.469        3746.188;
   111    0.983        3922.156        3810.594        3795.250        3779.406;
   112    0.992        3957.563        3844.781        3829.594        3813.688;
   113    1.001        3993.000        3879.000        3863.969        3847.938;
   114    1.009        4028.406        3913.281        3898.375        3882.750;
   115    1.018        4063.813        3947.594        3933.563        3918.375;
   116    1.027        4099.250        3982.188        3968.875        3954.219;
   117    1.036        4134.656        4016.625        4004.094        3989.344;
   118    1.045        4170.063        4051.375        4038.875        4023.469;
   119    1.054        4205.500        4085.938        4072.625        4057.031;
   120    1.063        4240.906        4120.188        4106.844        4091.000;
   121    1.071        4276.313        4154.625        4140.406        4123.625;
   122    1.080        4311.750        4188.938        4174.625        4157.469;
   123    1.089        4347.156        4223.438        4208.813        4191.313;
   124    1.098        4382.563        4258.031        4243.219        4225.719;
   125    1.107        4418.000        4292.438        4277.875        4260.125;
   126    1.116        4453.406        4326.875        4312.375        4294.750;
   127    1.124        4488.813        4360.906        4346.875        4329.750;
   128    1.133        4524.250        4395.125        4381.375        4364.375;
   129    1.142        4559.656        4429.344        4415.563        4398.219;
   130    1.151        4595.063        4463.781        4449.750        4432.031;
   131    1.160        4630.500        4498.469        4483.813        4465.406;
   132    1.169        4665.906        4533.125        4518.094        4499.219;
   133    1.178        4701.313        4567.594        4552.000        4532.906;
   134    1.186        4736.750        4602.125        4586.219        4567.000;
   135    1.195        4772.156        4636.406        4620.406        4601.063;
   136    1.204        4807.563        4670.844        4654.844        4635.063;
   137    1.213        4843.000        4705.094        4689.219        4669.719;
   138    1.222        4878.406        4739.500        4724.906        4706.406;
   139    1.231        4913.813        4774.063        4760.188        4742.188;
   140    1.240        4949.250        4808.500        4795.188        4777.656;
   141    1.248        4984.656        4843.156        4829.469        4811.406;
   142    1.257        5020.063        4877.719        4863.750        4845.438;
   143    1.266        5055.500        4912.156        4897.375        4878.781;
   144    1.275        5090.906        4946.656        4931.156        4912.031;
   145    1.284        5126.313        4981.125        4965.594        4946.344;
   146    1.293        5161.750        5015.813        5000.156        4980.594;
   147    1.302        5197.156        5050.781        5035.219        5015.719;
   148    1.310        5232.563        5085.563        5069.938        5050.406;
   149    1.319        5268.000        5120.156        5105.250        5086.406;
   150    1.328        5303.406        5154.844        5140.594        5122.375;
   151    1.337        5338.813        5189.250        5175.219        5157.125;
   152    1.346        5374.250        5223.563        5209.313        5191.281;
   153    1.355        5409.656        5258.125        5242.781        5223.969;
   154    1.364        5445.063        5292.594        5277.938        5259.031;
   155    1.372        5480.500        5327.250        5311.625        5292.094;
   156    1.381        5515.906        5362.000        5346.094        5326.625;
   157    1.390        5551.313        5396.594        5380.625        5361.094;
   158    1.399        5586.750        5431.250        5415.625        5395.906;
   159    1.408        5622.156        5465.938        5450.031        5430.281;
   160    1.417        5657.563        5500.406        5485.250        5465.906;
   161    1.426        5693.000        5535.188        5520.688        5502.031;
   162    1.434        5728.406        5570.000        5556.375        5538.656;
   163    1.443        5763.813        5604.781        5592.250        5575.188;
   164    1.452        5799.250        5639.563        5627.094        5610.250;
   165    1.461        5834.656        5674.125        5660.719        5643.188;
   166    1.470        5870.063        5708.375        5694.875        5676.719;
   167    1.479        5905.500        5742.719        5729.031        5710.969;
   168    1.488        5940.906        5776.875        5762.875        5744.469;
   169    1.496        5976.313        5811.563        5797.469        5778.906;
   170    1.505        6011.750        5846.375        5832.219        5813.406;
   171    1.514        6047.156        5880.844        5866.656        5847.844;
   172    1.523        6082.563        5915.625        5902.063        5883.438;
   173    1.532        6118.000        5950.188        5937.125        5919.188;
   174    1.541        6153.406        5984.406        5972.250        5955.031;
   175    1.549        6188.813        6019.125        6007.469        5990.500;
   176    1.558        6224.250        6053.750        6041.531        6024.469;
   177    1.567        6259.656        6088.219        6076.000        6058.563;
