 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000           0.000           0.000           0.000           0.000;
     1    0.009          26.313           0.000           0.000           0.000;
     2    0.018          61.750          12.313           5.625           3.000;
     3    0.027          97.156          37.844          29.813          26.344;
     4    0.035         132.563          69.594          61.125          56.500;
     5    0.044         168.000         103.781          94.906          89.438;
     6    0.053         203.406         138.844         128.625         121.906;
     7    0.062         238.813         173.906         162.625         154.750;
     8    0.071         274.250         208.375         196.156         187.844;
     9    0.080         309.656         242.000         230.156         222.188;
    10    0.089         345.063         275.031         263.094         254.656;
    11    0.097         380.500         308.219         296.750         288.281;
    12    0.106         415.906         341.906         330.000         321.313;
    13    0.115         451.313         375.969         363.438         354.344;
    14    0.124         486.750         409.906         397.875         388.750;
    15    0.133         522.156         444.000         431.938         422.469;
    16    0.142         557.563         478.156         465.969         456.125;
    17    0.151         593.000         512.063         499.375         489.094;
    18    0.159         628.406         545.750         532.969         522.469;
    19    0.168         663.813         579.594         566.469         555.094;
    20    0.177         699.250         613.375         599.938         588.094;
    21    0.186         734.656         647.188         633.875         621.875;
    22    0.195         770.063         680.875         667.906         656.000;
    23    0.204         805.500         714.750         701.906         690.063;
    24    0.213         840.906         748.313         735.656         723.750;
    25    0.221         876.313         781.906         769.219         757.281;
    26    0.230         911.750         815.781         803.000         791.063;
    27    0.239         947.156         849.656         836.063         824.156;
    28    0.248         982.563         883.750         869.406         857.375;
    29    0.257        1018.000         917.781         902.813         890.375;
    30    0.266        1053.406         951.938         936.719         924.156;
    31    0.274        1088.813         985.781         970.625         958.094;
    32    0.283        1124.250        1019.688        1004.188         991.688;
    33    0.292        1159.656        1053.438        1037.813        1025.469;
    34    0.301        1195.063        1087.156        1071.500        1059.406;
    35    0.310        1230.500        1120.656        1105.219        1093.438;
    36    0.319        1265.906        1154.156        1138.969        1127.344;
    37    0.328        1301.313        1187.500        1172.375        1161.469;
    38    0.336        1336.750        1221.000        1205.875        1194.875;
    39    0.345        1372.156        1254.719        1239.594        1228.594;
    40    0.354        1407.563        1288.406        1273.000        1261.250;
    41    0.363        1443.000        1322.156        1306.469        1294.250;
    42    0.372        1478.406        1355.688        1339.469        1326.875;
    43    0.381        1513.813        1389.156        1372.875        1360.313;
    44    0.390        1549.250        1422.719        1406.188        1393.625;
    45    0.398        1584.656        1456.156        1439.563        1426.813;
    46    0.407        1620.063        1489.594        1473.438        1460.688;
    47    0.416        1655.500        1523.250        1506.969        1493.906;
    48    0.425        1690.906        1556.719        1540.719        1527.719;
    49    0.434        1726.313        1590.250        1574.438        1561.531;
    50    0.443        1761.750        1623.625        1607.875        1594.969;
    51    0.452        1797.156        1656.719        1640.781        1627.594;
    52    0.460        1832.563        1689.688        1673.344        1659.719;
    53    0.469        1868.000        1722.719        1705.938        1691.906;
    54    0.478        1903.406        1755.656        1738.250        1723.844;
    55    0.487        1938.813        1788.813        1770.906        1756.375;
    56    0.496        1974.250        1822.094        1803.750        1789.313;
    57    0.505        2009.656        1855.375        1836.844        1822.594;
    58    0.514        2045.063        1888.531        1870.250        1856.031;
    59    0.522        2080.500        1921.594        1903.594        1889.844;
    60    0.531        2115.906        1954.594        1936.781        1922.906;
    61    0.540        2151.313        1987.375        1970.000        1956.281;
    62    0.549        2186.750        2020.250        2002.688        1989.156;
    63    0.558        2222.156        2053.156        2035.156        2020.969;
    64    0.567        2257.563        2086.031        2067.625        2052.906;
    65    0.576        2293.000        2118.938        2099.844        2084.688;
    66    0.584        2328.406        2151.969        2132.594        2117.156;
    67    0.593        2363.813        2184.844        2165.563        2150.250;
    68    0.602        2399.250        2217.750        2198.344        2182.844;
    69    0.611        2434.656        2250.719        2231.625        2216.688;
    70    0.620        2470.063        2283.594        2264.281        2249.438;
    71    0.629        2505.500        2316.719        2298.469        2283.813;
    72    0.638        2540.906        2349.938        2331.938        2317.594;
    73    0.646        2576.313        2383.313        2366.063        2352.000;
    74    0.655        2611.750        2416.500        2399.406        2385.469;
    75    0.664        2647.156        2449.563        2433.188        2418.906;
    76    0.673        2682.563        2482.531        2465.188        2450.188;
    77    0.682        2718.000        2515.156        2498.313        2483.156;
    78    0.691        2753.406        2547.844        2530.281        2514.469;
    79    0.699        2788.813        2580.781        2563.188        2547.063;
    80    0.708        2824.250        2614.188        2596.031        2579.719;
    81    0.717        2859.656        2647.656        2629.500        2613.000;
    82    0.726        2895.063        2681.156        2663.063        2646.469;
    83    0.735        2930.500        2714.750        2696.813        2680.313;
    84    0.744        2965.906        2747.969        2730.469        2714.031;
    85    0.753        3001.313        2781.063        2763.844        2747.531;
    86    0.761        3036.750        2814.188        2796.750        2780.031;
    87    0.770        3072.156        2847.375        2829.688        2812.500;
    88    0.779        3107.563        2880.688        2862.156        2844.500;
    89    0.788        3143.000        2914.125        2895.188        2877.469;
    90    0.797        3178.406        2947.281        2927.813        2909.625;
    91    0.806        3213.813        2980.344        2960.656        2941.906;
    92    0.815        3249.250        3013.438        2993.563        2974.563;
    93    0.823        3284.656        3046.563        3026.563        3007.938;
    94    0.832        3320.063        3079.813        3059.500        3041.344;
    95    0.841        3355.500        3113.188        3093.500        3075.813;
    96    0.850        3390.906        3147.063        3127.563        3110.438;
    97    0.859        3426.313        3180.875        3162.031        3144.969;
    98    0.868        3461.750        3214.844        3196.281        3179.688;
    99    0.877        3497.156        3248.625        3230.281        3213.563;
   100    0.885        3532.563        3282.406        3263.281        3245.906;
   101    0.894        3568.000        3315.969        3296.625        3278.594;
   102    0.903        3603.406        3349.406        3330.156        3311.688;
   103    0.912        3638.813        3383.094        3363.469        3344.906;
   104    0.921        3674.250        3416.781        3396.813        3378.125;
   105    0.930        3709.656        3450.844        3431.250        3412.656;
   106    0.939        3745.063        3484.719        3464.813        3446.156;
   107    0.947        3780.500        3518.625        3499.594        3481.500;
   108    0.956        3815.906        3552.375        3533.844        3515.813;
   109    0.965        3851.313        3586.375        3569.063        3552.031;
   110    0.974        3886.750        3620.219        3602.125        3584.531;
   111    0.983        3922.156        3654.188        3635.688        3617.938;
   112    0.992        3957.563        3688.188        3668.938        3650.750;
   113    1.001        3993.000        3722.250        3702.719        3684.094;
   114    1.009        4028.406        3756.125        3736.250        3717.188;
   115    1.018        4063.813        3789.750        3770.219        3750.781;
   116    1.027        4099.250        3823.281        3803.344        3783.594;
   117    1.036        4134.656        3856.438        3836.719        3817.438;
   118    1.045        4170.063        3889.656        3870.188        3851.188;
   119    1.054        4205.500        3923.188        3904.063        3886.031;
   120    1.063        4240.906        3956.781        3938.094        3920.313;
   121    1.071        4276.313        3990.563        3972.125        3954.875;
   122    1.080        4311.750        4024.281        4005.000        3987.344;
   123    1.089        4347.156        4057.844        4038.125        4019.875;
   124    1.098        4382.563        4091.406        4071.094        4052.188;
   125    1.107        4418.000        4124.594        4103.969        4084.781;
   126    1.116        4453.406        4157.844        4137.094        4117.438;
   127    1.124        4488.813        4191.375        4170.469        4150.563;
   128    1.133        4524.250        4224.844        4203.594        4183.875;
   129    1.142        4559.656        4258.469        4237.063        4217.469;
   130    1.151        4595.063        4291.875        4270.906        4251.281;
   131    1.160        4630.500        4325.063        4304.594        4285.656;
   132    1.169        4665.906        4358.188        4338.688        4320.375;
   133    1.178        4701.313        4391.281        4371.906        4353.625;
   134    1.186        4736.750        4424.375        4404.719        4386.031;
   135    1.195        4772.156        4457.750        4437.281        4418.031;
   136    1.204        4807.563        4491.375        4470.938        4451.344;
   137    1.213        4843.000        4524.906        4504.063        4484.281;
   138    1.222        4878.406        4558.375        4537.313        4517.406;
   139    1.231        4913.813        4591.656        4570.313        4550.094;
   140    1.240        4949.250        4624.594        4603.469        4583.344;
   141    1.248        4984.656        4657.406        4636.188        4616.094;
   142    1.257        5020.063        4690.250        4669.594        4649.938;
   143    1.266        5055.500        4723.156        4702.875        4683.500;
   144    1.275        5090.906        4756.281        4737.250        4718.438;
   145    1.284        5126.313        4789.563        4770.844        4751.750;
   146    1.293        5161.750        4823.125        4804.406        4785.250;
