 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 
    97    0.859       10666.656       11986.313       11984.219       11977.938;
    98    0.868       10666.656       11974.563       11973.594       11968.219;
    99    0.877       10666.656       11962.063       11962.219       11957.406;
   100    0.885       10666.656       11948.906       11950.031       11945.750;
   101    0.894       10666.656       11935.281       11937.125       11933.188;
   102    0.903       10666.656       11921.281       11923.594       11920.406;
   103    0.912       10666.656       11907.000       11909.688       11906.781;
   104    0.921       10666.656       11892.531       11895.750       11893.281;
   105    0.930       10666.656       11877.750       11881.469       11879.344;
   106    0.939       10666.656       11862.844       11866.844       11865.219;
   107    0.947       10666.656       11847.906       11852.063       11850.750;
   108    0.956       10666.656       11832.813       11837.219       11836.156;
   109    0.965       10666.656       11817.563       11822.031       11821.094;
   110    0.974       10666.656       11802.156       11807.000       11806.156;
   111    0.983       10666.656       11786.500       11791.469       11790.844;
   112    0.992       10666.656       11770.781       11775.719       11775.125;
   113    1.001       10666.656       11754.938       11760.000       11759.531;
   114    1.009       10666.656       11739.063       11743.969       11743.313;
   115    1.018       10666.656       11723.250       11728.406       11727.844;
   116    1.027       10666.656       11707.563       11712.781       11712.250;
   117    1.036       10666.656       11692.063       11697.406       11696.875;
   118    1.045       10666.656       11676.750       11682.344       11682.031;
   119    1.054       10666.656       11661.688       11667.188       11666.844;
   120    1.063       10666.656       11646.938       11652.594       11652.375;
   121    1.071       10666.656       11632.625       11638.281       11638.219;
   122    1.080       10666.656       11618.594       11624.719       11624.750;
   123    1.089       10666.656       11605.031       11611.219       11611.563;
   124    1.098       10666.656       11591.844       11598.156       11598.656;
   125    1.107       10666.656       11579.031       11585.563       11585.781;
   126    1.116       10666.656       11566.688       11573.094       11573.500;
   127    1.124       10666.656       11554.875       11561.406       11561.750;
   128    1.133       10666.656       11543.438       11549.969       11550.688;
   129    1.142       10666.656       11532.344       11539.063       11539.906;
   130    1.151       10666.656       11521.563       11528.313       11528.938;
   131    1.160       10666.656       11511.188       11517.906       11518.750;
   132    1.169       10666.656       11501.125       11507.750       11508.531;
   133    1.178       10666.656       11491.438       11498.063       11498.750;
   134    1.186       10666.656       11482.063       11488.719       11489.406;
   135    1.195       10666.656       11473.063       11479.594       11480.469;
   136    1.204       10666.656       11464.250       11470.625       11471.625;
   137    1.213       10666.656       11455.594       11461.938       11463.000;
   138    1.222       10666.656       11447.156       11453.375       11454.375;
   139    1.231       10666.656       11438.875       11445.125       11446.125;
   140    1.240       10666.656       11430.906       11437.094       11438.094;
   141    1.248       10666.656       11423.219       11429.188       11430.188;
   142    1.257       10666.656       11415.688       11421.656       11422.750;
   143    1.266       10666.656       11408.438       11414.031       11415.000;
   144    1.275       10666.656       11401.375       11406.813       11407.656;
   145    1.284       10666.656       11394.531       11399.969       11400.719;
   146    1.293       10666.656       11387.969       11393.406       11393.969;
   147    1.302       10666.656       11381.594       11386.938       11387.625;
   148    1.310       10666.656       11375.469       11380.750       11381.469;
   149    1.319       10666.656       11369.531       11374.844       11375.594;
   150    1.328       10666.656       11363.781       11369.250       11369.719;
   151    1.337       10666.656       11358.188       11363.406       11364.000;
   152    1.346       10666.656       11352.969       11357.938       11358.406;
   153    1.355       10666.656       11347.781       11352.719       11353.031;
   154    1.364       10666.656       11342.750       11347.531       11347.938;
   155    1.372       10666.656       11337.969       11342.594       11343.031;
   156    1.381       10666.656       11333.281       11337.969       11338.125;
   157    1.390       10666.656       11328.813       11333.281       11333.500;
   158    1.399       10666.656       11324.438       11328.906       11329.000;
   159    1.408       10666.656       11320.188       11324.531       11324.688;
   160    1.417       10666.656       11316.094       11320.531       11320.594;
   161    1.426       10666.656       11312.094       11316.406       11316.563;
   162    1.434       10666.656       11308.250       11312.656       11312.688;
   163    1.443       10666.656       11304.500       11308.750       11308.844;
   164    1.452       10666.656       11300.875       11305.219       11305.094;
   165    1.461       10666.656       11297.344       11301.500       11301.469;
   166    1.470       10666.656       11293.906       11298.094       11297.938;
   167    1.479       10666.656       11290.625       11294.625       11294.594;
   168    1.488       10666.656       11287.438       11291.344       11291.188;
   169    1.496       10666.656       11284.375       11288.281       11288.094;
   170    1.505       10666.656       11281.344       11285.156       11284.906;
   171    1.514       10666.656       11278.313       11282.250       11281.906;
   172    1.523       10666.656       11275.563       11279.281       11279.063;
   173    1.532       10666.656       11272.844       11276.469       11276.188;
   174    1.541       10666.656       11270.063       11273.906       11273.469;
   175    1.549       10666.656       11267.563       11271.156       11270.906;
   176    1.558       10666.656       11265.031       11268.656       11268.344;
   177    1.567       10666.656       11262.500       11266.281       11265.906;
   178    1.576       10666.656       11260.219       11263.938       11263.688;
   179    1.585       10666.656       11257.875       11261.594       11261.344;
   180    1.594       10666.656       11255.625       11259.344       11259.094;
   181    1.603       10666.656       11253.406       11257.344       11257.031;
   182    1.611       10666.656       11251.250       11255.094       11255.000;
   183    1.620       10666.656       11249.219       11253.094       11252.938;
   184    1.629       10666.656       11247.219       11251.063       11250.938;
   185    1.638       10666.656       11245.250       11249.344       11249.125;
   186    1.647       10666.656       11243.375       11247.344       11247.344;
   187    1.656       10666.656       11241.625       11245.625       11245.531;
   188    1.665       10666.656       11239.938       11243.906       11243.906;
   189    1.673       10666.656       11238.156       11242.344       11242.250;
   190    1.682       10666.656       11236.719       11240.844       11240.750;
   191    1.691       10666.656       11235.188       11239.250       11239.313;
   192    1.700       10666.656       11233.844       11237.906       11237.844;
   193    1.709       10666.656       11232.500       11236.531       11236.500;
   194    1.718       10666.656       11231.250       11235.281       11235.281;
   195    1.727       10666.656       11230.031       11234.188       11234.125;
   196    1.735       10666.656       11229.000       11233.188       11233.063;
   197    1.744       10666.656       11228.000       11232.094       11232.063;
   198    1.753       10666.656       11227.031       11231.031       11231.125;
   199    1.762       10666.656       11226.094       11230.156       11230.156;
   200    1.771       10666.656       11225.344       11229.375       11229.344;
   201    1.780       10666.656       11224.656       11228.625       11228.500;
   202    1.789       10666.656       11224.031       11227.969       11227.906;
   203    1.797       10666.656       11223.344       11227.281       11227.250;
   204    1.806       10666.656       11222.813       11226.844       11226.563;
   205    1.815       10666.656       11222.188       11226.281       11226.156;
   206    1.824       10666.656       11221.969       11226.000       11225.594;
   207    1.833       10666.656       11221.531       11225.531       11225.344;
   208    1.842       10666.656       11221.063       11225.094       11224.906;
   209    1.851       10666.656       11221.031       11224.969       11224.500;
   210    1.859       10666.656       11220.813       11224.594       11224.469;
   211    1.868       10666.656       11220.531       11224.250       11224.156;
   212    1.877       10666.656       11220.219       11224.031       11223.844;
   213    1.886       10666.656       11220.031       11224.031       11223.563;
   214    1.895       10666.656       11220.031       11224.031       11223.500;
   215    1.904       10666.656       11220.031       11223.938       11223.500;
   216    1.913       10666.656       11220.031       11223.750       11223.500;
   217    1.921       10666.656       11220.031       11223.563       11223.500;
   218    1.930       10666.656       11220.031       11223.406       11223.500;
   219    1.939       10666.656       11220.031       11223.219       11223.406;
   220    1.948       10666.656       11220.031       11223.031       11223.281;
   221    1.957       10666.656       11220.031       11223.031       11223.156;
   222    1.966       10666.656       11220.031       11223.031       11223.031;
   223    1.974       10666.656       11220.031       11223.031       11222.906;
   224    1.983       10666.656       11220.031       11223.031       11222.781;
   225    1.992       10666.656       11220.031       11223.031       11222.656;
   226    2.001       10666.656       11220.031       11223.031       11222.563;
   227    2.010       10666.656       11220.031       11223.031       11222.500;
   228    2.019       10666.656       11220.031       11223.031       11222.500;
   229    2.028       10666.656       11220.031       11223.031       11222.500;
   230    2.036       10666.656       11220.031       11223.031       11222.500;
   231    2.045       10666.656       11220.031       11223.031       11222.500;
   232    2.054       10666.656       11220.031       11223.031       11222.500;
   233    2.063       10666.656       11220.031       11223.031       11222.500;
   234    2.072       10666.656       11220.000       11223.031       11222.500;
   235    2.081       10666.656       11219.969       11223.031       11222.500;
   236    2.090       10666.656       11219.906       11223.031       11222.500;
   237    2.098       10666.656       11219.875       11223.031       11222.500;
   238    2.107       10666.656       11219.844       11223.031       11222.500;
   239    2.116       10666.656       11219.781       11223.000       11222.500;
   240    2.125       10666.656       11219.750       11222.938       11222.469;
   241    2.134       10666.656       11219.719       11222.906       11222.406;
   242    2.143       10666.656       11219.656       11222.875       11222.375;
   243    2.152       10666.656       11219.625       11222.813       11222.313;
   244    2.160       10666.656       11219.594       11222.781       11222.281;
   245    2.169       10666.656       11219.531       11222.750       11222.219;
   246    2.178       10666.656       11219.500       11222.688       11222.188;
   247    2.187       10666.656       11219.469       11222.656       11222.125;
   248    2.196       10666.656       11218.969       11222.625       11222.094;
   249    2.205       10666.656       11218.906       11222.563       11222.031;
   250    2.214       10666.656       11218.844       11222.531       11222.000;
   251    2.222       10666.656       11218.750       11222.500       11221.938;
   252    2.231       10666.656       11218.688       11222.438       11221.906;
   253    2.240       10666.656       11218.625       11222.406       11221.844;
   254    2.249       10666.656       11218.531       11222.375       11221.813;
   255    2.258       10666.656       11218.469       11221.969       11221.750;
   256    2.267       10666.656       11218.406       11221.906       11221.469;
   257    2.276       10666.656       11218.313       11221.844       11221.406;
   258    2.284       10666.656       11218.250       11221.781       11221.344;
   259    2.293       10666.656       11218.188       11221.719       11221.281;
   260    2.302       10666.656       11218.125       11221.656       11221.219;
   261    2.311       10666.656       11218.031       11221.594       11221.156;
   262    2.320       10666.656       11218.031       11221.531       11221.094;
   263    2.329       10666.656       11218.031       11221.469       11221.031;
   264    2.338       10666.656       11218.031       11221.406       11220.969;
   265    2.346       10666.656       11218.031       11221.344       11220.906;
   266    2.355       10666.656       11218.031       11221.281       11220.844;
   267    2.364       10666.656       11218.031       11221.219       11220.781;
   268    2.373       10666.656       11218.031       11221.156       11220.719;
   269    2.382       10666.656       11218.031       11221.094       11220.656;
   270    2.391       10666.656       11218.031       11221.031       11220.594;
   271    2.399       10666.656       11217.969       11221.031       11220.531;
   272    2.408       10666.656       11217.938       11221.031       11220.500;
   273    2.417       10666.656       11217.906       11221.031       11220.500;
   274    2.426       10666.656       11217.844       11220.969       11220.500;
   275    2.435       10666.656       11217.813       11220.906       11220.438;
   276    2.444       10666.656       11217.750       11220.875       11220.406;
   277    2.453       10666.656       11217.719       11220.813       11220.344;
   278    2.461       10666.656       11217.656       11220.750       11220.281;
   279    2.470       10666.656       11217.625       11220.688       11220.250;
   280    2.479       10666.656       11217.594       11220.656       11220.188;
   281    2.488       10666.656       11217.531       11220.594       11220.125;
   282    2.497       10666.656       11217.500       11220.531       11220.063;
   283    2.506       10666.656       11217.438       11220.500       11220.031;
   284    2.515       10666.656       11216.938       11220.438       11219.969;
   285    2.523       10666.656       11216.875       11220.375       11219.906;
   286    2.532       10666.656       11216.781       11220.313       11219.875;
   287    2.541       10666.656       11216.719       11220.281       11219.813;
   288    2.550       10666.656       11216.625       11220.219       11219.750;
   289    2.559       10666.656       11216.563       11220.156       11219.688;
   290    2.568       10666.656       11216.469       11220.125       11219.656;
   291    2.577       10666.656       11216.406       11220.063       11219.594;
   292    2.585       10666.656       11216.313       11220.031       11219.531;
   293    2.594       10666.656       11216.250       11220.031       11219.500;
   294    2.603       10666.656       11216.156       11220.031       11219.500;
   295    2.612       10666.656       11216.094       11220.031       11219.500;
   296    2.621       10666.656       11216.031       11220.031       11219.500;
   297    2.630       10666.656       11216.031       11220.031       11219.500;
   298    2.639       10666.656       11216.031       11220.031       11219.500;
   299    2.647       10666.656       11216.031       11220.000       11219.438;
   300    2.656       10666.656       11216.031       11219.969       11219.406;
   301    2.665       10666.656       11216.031       11219.938       11219.375;
   302    2.674       10666.656       11216.031       11219.875       11219.313;
   303    2.683       10666.656       11216.031       11219.844       11219.281;
   304    2.692       10666.656       11216.031       11219.813       11219.250;
   305    2.701       10666.656       11216.031       11219.781       11219.188;
   306    2.709       10666.656       11216.031       11219.719       11219.156;
   307    2.718       10666.656       11216.031       11219.688       11219.125;
   308    2.727       10666.656       11216.031       11219.656       11219.063;
   309    2.736       10666.656       11216.031       11219.625       11219.031;
   310    2.745       10666.656       11216.031       11219.563       11219.000;
   311    2.754       10666.656       11216.031       11219.531       11218.938;
   312    2.763       10666.656       11216.031       11219.500       11218.906;
   313    2.771       10666.656       11216.031       11219.469       11218.875;
   314    2.780       10666.656       11216.031       11219.406       11218.813;
   315    2.789       10666.656       11216.031       11219.375       11218.781;
   316    2.798       10666.656       11216.031       11219.344       11218.750;
   317    2.807       10666.656       11216.031       11219.313       11218.688;
   318    2.816       10666.656       11216.031       11219.250       11218.656;
   319    2.824       10666.656       11216.031       11219.219       11218.594;
   320    2.833       10666.656       11216.031       11219.188       11218.563;
   321    2.842       10666.656       11216.031       11219.156       11218.531;
   322    2.851       10666.656       11216.031       11219.094       11218.500;
   323    2.860       10666.656       11216.031       11219.063       11218.500;
   324    2.869       10666.656       11216.031       11219.031       11218.500;
   325    2.878       10666.656       11216.031       11219.031       11218.500;
   326    2.886       10666.656       11216.031       11219.031       11218.500;
   327    2.895       10666.656       11216.031       11219.031       11218.500;
   328    2.904       10666.656       11216.031       11219.031       11218.500;
   329    2.913       10666.656       11216.031       11219.031       11218.500;
   330    2.922       10666.656       11216.031       11219.031       11218.500;
   331    2.931       10666.656       11216.031       11219.031       11218.500;
   332    2.940       10666.656       11216.031       11219.031       11218.500;
   333    2.948       10666.656       11216.031       11219.031       11218.500;
   334    2.957       10666.656       11216.031       11219.031       11218.500;
   335    2.966       10666.656       11216.031       11219.031       11218.500;
   336    2.975       10666.656       11216.031       11219.031       11218.500;
   337    2.984       10666.656       11216.031       11219.031       11218.500;
   338    2.993       10666.656       11216.031       11219.031       11218.500;
   339    3.002       10666.656       11216.031       11219.031       11218.500;
   340    3.010       10666.656       11216.031       11219.031       11218.500;
   341    3.019       10666.656       11216.031       11219.031       11218.500;
   342    3.028       10666.656       11216.031       11219.031       11218.500;
   343    3.037       10666.656       11216.031       11219.031       11218.500;
   344    3.046       10666.656       11216.031       11219.031       11218.500;
   345    3.055       10666.656       11216.031       11219.031       11218.500;
   346    3.064       10666.656       11216.031       11219.031       11218.500;
   347    3.072       10666.656       11216.031       11219.031       11218.500;
   348    3.081       10666.656       11216.031       11219.031       11218.500;
   349    3.090       10666.656       11216.031       11219.031       11218.500;
   350    3.099       10666.656       11216.031       11219.031       11218.500;
   351    3.108       10666.656       11216.031       11219.031       11218.500;
   352    3.117       10666.656       11216.031       11219.031       11218.500;
   353    3.126       10666.656       11216.031       11219.031       11218.500;
   354    3.134       10666.656       11216.031       11219.031       11218.500;
   355    3.143       10666.656       11216.031       11219.031       11218.500;
   356    3.152       10666.656       11216.031       11219.031       11218.500;
   357    3.161       10666.656       11216.031       11219.031       11218.500;
   358    3.170       10666.656       11216.031       11219.031       11218.469;
   359    3.179       10666.656       11216.000       11219.031       11218.469;
   360    3.188       10666.656       11216.000       11219.031       11218.438;
   361    3.196       10666.656       11216.000       11219.031       11218.406;
   362    3.205       10666.656       11215.969       11219.031       11218.406;
   363    3.214       10666.656       11215.969       11219.031       11218.375;
   364    3.223       10666.656       11215.938       11219.000       11218.375;
   365    3.232       10666.656       11215.938       11219.000       11218.344;
   366    3.241       10666.656       11215.938       11218.969       11218.344;
   367    3.249       10666.656       11215.906       11218.969       11218.313;
   368    3.258       10666.656       11215.906       11218.938       11218.313;
   369    3.267       10666.656       11215.875       11218.938       11218.281;
   370    3.276       10666.656       11215.875       11218.906       11218.281;
   371    3.285       10666.656       11215.844       11218.906       11218.250;
   372    3.294       10666.656       11215.844       11218.875       11218.250;
   373    3.303       10666.656       11215.844       11218.875       11218.219;
   374    3.311       10666.656       11215.813       11218.844       11218.188;
   375    3.320       10666.656       11215.813       11218.844       11218.188;
   376    3.329       10666.656       11215.781       11218.813       11218.156;
   377    3.338       10666.656       11215.781       11218.813       11218.156;
   378    3.347       10666.656       11215.750       11218.781       11218.125;
   379    3.356       10666.656       11215.750       11218.781       11218.125;
   380    3.365       10666.656       11215.750       11218.750       11218.094;
   381    3.373       10666.656       11215.719       11218.750       11218.094;
   382    3.382       10666.656       11215.719       11218.719       11218.063;
   383    3.391       10666.656       11215.688       11218.719       11218.063;
   384    3.400       10666.656       11215.688       11218.688       11218.031;
   385    3.409       10666.656       11215.688       11218.688       11218.031;
   386    3.418       10666.656       11215.656       11218.656       11218.000;
   387    3.427       10666.656       11215.656       11218.656       11217.969;
   388    3.435       10666.656       11215.625       11218.625       11217.969;
   389    3.444       10666.656       11215.625       11218.625       11217.938;
   390    3.453       10666.656       11215.594       11218.594       11217.938;
   391    3.462       10666.656       11215.594       11218.594       11217.906;
   392    3.471       10666.656       11215.594       11218.563       11217.906;
   393    3.480       10666.656       11215.563       11218.563       11217.875;
   394    3.489       10666.656       11215.563       11218.531       11217.875;
   395    3.497       10666.656       11215.531       11218.531       11217.844;
   396    3.506       10666.656       11215.531       11218.500       11217.844;
   397    3.515       10666.656       11215.500       11218.500       11217.813;
   398    3.524       10666.656       11215.500       11218.469       11217.781;
   399    3.533       10666.656       11215.500       11218.469       11217.781;
   400    3.542       10666.656       11215.469       11218.438       11217.750;
   401    3.551       10666.656       11215.469       11218.438       11217.750;
   402    3.559       10666.656       11215.438       11218.406       11217.719;
   403    3.568       10666.656       11215.438       11218.406       11217.719;
   404    3.577       10666.656       11215.438       11218.375       11217.688;
   405    3.586       10666.656       11215.406       11218.375       11217.688;
   406    3.595       10666.656       11215.406       11218.344       11217.656;
   407    3.604       10666.656       11215.375       11218.344       11217.656;
   408    3.613       10666.656       11215.375       11218.313       11217.625;
   409    3.621       10666.656       11215.344       11218.313       11217.625;
   410    3.630       10666.656       11215.344       11218.281       11217.594;
   411    3.639       10666.656       11215.344       11218.281       11217.563;
   412    3.648       10666.656       11215.313       11218.250       11217.563;
   413    3.657       10666.656       11215.313       11218.250       11217.531;
   414    3.666       10666.656       11215.281       11218.219       11217.531;
   415    3.674       10666.656       11215.281       11218.219       11217.500;
   416    3.683       10666.656       11215.250       11218.188       11217.500;
   417    3.692       10666.656       11215.000       11218.188       11217.500;
   418    3.701       10666.656       11215.000       11218.156       11217.469;
   419    3.710       10666.656       11214.969       11218.156       11217.469;
   420    3.719       10666.656       11214.938       11218.125       11217.438;
   421    3.728       10666.656       11214.938       11218.125       11217.438;
   422    3.736       10666.656       11214.906       11218.094       11217.406;
   423    3.745       10666.656       11214.906       11218.094       11217.406;
   424    3.754       10666.656       11214.875       11218.063       11217.375;
   425    3.763       10666.656       11214.875       11218.063       11217.375;
   426    3.772       10666.656       11214.844       11218.031       11217.344;
   427    3.781       10666.656       11214.844       11218.031       11217.344;
   428    3.790       10666.656       11214.813       11218.031       11217.313;
   429    3.798       10666.656       11214.781       11218.000       11217.313;
   430    3.807       10666.656       11214.781       11218.000       11217.281;
   431    3.816       10666.656       11214.750       11217.969       11217.281;
   432    3.825       10666.656       11214.750       11217.969       11217.250;
   433    3.834       10666.656       11214.719       11217.938       11217.250;
   434    3.843       10666.656       11214.719       11217.938       11217.219;
   435    3.852       10666.656       11214.688       11217.906       11217.219;
   436    3.860       10666.656       11214.656       11217.906       11217.188;
   437    3.869       10666.656       11214.656       11217.875       11217.156;
   438    3.878       10666.656       11214.625       11217.875       11217.156;
   439    3.887       10666.656       11214.625       11217.844       11217.125;
   440    3.896       10666.656       11214.594       11217.844       11217.125;
   441    3.905       10666.656       11214.594       11217.813       11217.094;
   442    3.914       10666.656       11214.563       11217.813       11217.094;
   443    3.922       10666.656       11214.563       11217.781       11217.063;
   444    3.931       10666.656       11214.531       11217.781       11217.063;
   445    3.940       10666.656       11214.500       11217.750       11217.031;
   446    3.949       10666.656       11214.500       11217.750       11217.031;
   447    3.958       10666.656       11214.469       11217.719       11217.000;
   448    3.967       10666.656       11214.469       11217.719       11217.000;
   449    3.976       10666.656       11214.438       11217.688       11216.969;
   450    3.984       10666.656       11214.438       11217.688       11216.969;
   451    3.993       10666.656       11214.406       11217.656       11216.938;
   452    4.002           0.000       11214.406       11217.656       11216.938;
   453    4.011           0.000       11207.031       11214.813       11216.469;
   454    4.020           0.000       11184.344       11193.813       11196.188;
   455    4.029           0.000       11143.469       11153.469       11156.375;
   456    4.038           0.000       11086.156       11095.969       11099.813;
   457    4.046           0.000       11014.750       11024.688       11028.969;
   458    4.055           0.000       10930.125       10940.219       10944.594;
   459    4.064           0.000       10831.563       10839.656       10842.438;
   460    4.073           0.000       10718.375       10729.469       10734.094;
   461    4.082           0.000       10593.281       10604.719       10609.719;
   462    4.091           0.000       10458.625       10467.594       10471.281;
   463    4.099           0.000       10312.938       10324.563       10329.813;
   464    4.108           0.000       10157.844       10169.719       10175.000;
   465    4.117           0.000        9994.031       10001.938       10005.219;
   466    4.126           0.000        9822.156        9833.625        9839.438;
   467    4.135           0.000        9642.906        9646.656        9648.438;
   468    4.144           0.000        9455.625        9465.781        9470.156;
   469    4.153           0.000        9261.875        9270.563        9273.406;
   470    4.161           0.000        9061.969        9067.906        9068.281;
   471    4.170           0.000        8857.500        8869.281        8873.188;
   472    4.179           0.000        8647.625        8650.250        8648.188;
   473    4.188           0.000        8432.844        8443.656        8446.625;
   474    4.197           0.000        8214.125        8218.719        8218.563;
   475    4.206           0.000        7991.688        8004.406        8010.156;
   476    4.215           0.000        7766.531        7773.844        7776.781;
   477    4.223           0.000        7538.719        7546.688        7550.438;
   478    4.232           0.000        7310.031        7318.188        7321.781;
   479    4.241           0.000        7079.188        7083.938        7085.813;
   480    4.250           0.000        6847.750        6856.531        6858.938;
   481    4.259           0.000        6615.719        6619.094        6619.281;
   482    4.268           0.000        6382.906        6388.250        6390.000;
   483    4.277           0.000        6150.031        6156.156        6159.188;
   484    4.285           0.000        5917.625        5922.313        5924.125;
   485    4.294           0.000        5685.969        5692.031        5693.531;
   486    4.303           0.000        5455.344        5459.031        5460.375;
   487    4.312           0.000        5226.281        5232.125        5233.188;
   488    4.321           0.000        4998.031        5002.844        5003.969;
   489    4.330           0.000        4771.844        4777.906        4779.906;
   490    4.339           0.000        4548.688        4555.875        4558.594;
   491    4.347           0.000        4327.938        4331.313        4331.000;
   492    4.356           0.000        4109.375        4117.781        4119.719;
   493    4.365           0.000        3893.875        3898.500        3898.594;
   494    4.374           0.000        3681.469        3690.750        3693.969;
   495    4.383           0.000        3472.688        3476.313        3476.719;
   496    4.392           0.000        3267.063        3276.344        3280.344;
   497    4.401           0.000        3065.281        3066.250        3066.500;
   498    4.409           0.000        2866.250        2876.781        2883.094;
