 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000       10666.656           1.000           1.000           1.000;
     1    0.009       10666.656           8.250           5.125           3.281;
     2    0.018       10666.656          36.719          30.469          27.688;
     3    0.027       10666.656          78.438          71.719          69.000;
     4    0.035       10666.656         131.031         125.031         122.031;
     5    0.044       10666.656         193.500         187.344         184.438;
     6    0.053       10666.656         263.469         256.938         253.469;
     7    0.062       10666.656         339.188         332.344         328.250;
     8    0.071       10666.656         418.875         410.531         405.000;
     9    0.080       10666.656         502.938         495.406         490.469;
    10    0.089       10666.656         590.313         581.656         575.813;
    11    0.097       10666.656         679.938         671.375         665.750;
    12    0.106       10666.656         770.969         761.969         755.688;
    13    0.115       10666.656         863.813         854.469         847.625;
    14    0.124       10666.656         957.313         948.500         942.125;
    15    0.133       10666.656        1051.469        1041.844        1036.188;
    16    0.142       10666.656        1146.031        1136.938        1131.594;
    17    0.151       10666.656        1240.656        1229.625        1222.625;
    18    0.159       10666.656        1335.375        1325.125        1318.906;
    19    0.168       10666.656        1429.563        1418.781        1413.750;
    20    0.177       10666.656        1523.469        1512.875        1507.656;
    21    0.186       10666.656        1616.844        1604.219        1597.156;
    22    0.195       10666.656        1709.281        1697.125        1690.281;
    23    0.204       10666.656        1801.438        1788.844        1782.156;
    24    0.213       10666.656        1893.313        1880.781        1874.750;
    25    0.221       10666.656        1984.031        1969.719        1961.813;
    26    0.230       10666.656        2073.938        2059.000        2050.250;
    27    0.239       10666.656        2163.438        2149.875        2141.563;
    28    0.248       10666.656        2251.938        2239.094        2231.094;
    29    0.257       10666.656        2340.000        2327.469        2318.438;
    30    0.266       10666.656        2427.875        2413.156        2401.875;
    31    0.274       10666.656        2514.938        2500.969        2490.219;
    32    0.283       10666.656        2601.469        2588.406        2577.750;
    33    0.292       10666.656        2687.656        2674.531        2664.344;
    34    0.301       10666.656        2772.938        2757.344        2745.188;
    35    0.310       10666.656        2857.375        2840.656        2828.531;
    36    0.319       10666.656        2941.063        2924.813        2913.688;
    37    0.328       10666.656        3023.813        3008.000        2997.625;
    38    0.336       10666.656        3105.625        3090.438        3079.781;
    39    0.345       10666.656        3186.438        3168.563        3155.750;
    40    0.354       10666.656        3266.063        3248.438        3235.563;
    41    0.363       10666.656        3344.688        3327.188        3314.063;
    42    0.372       10666.656        3422.563        3407.063        3394.875;
    43    0.381       10666.656        3499.719        3483.781        3470.781;
    44    0.390       10666.656        3575.406        3557.719        3542.781;
    45    0.398       10666.656        3650.063        3631.375        3616.313;
    46    0.407       10666.656        3723.875        3704.438        3689.313;
    47    0.416       10666.656        3796.500        3779.125        3765.000;
    48    0.425       10666.656        3868.438        3851.250        3837.000;
    49    0.434       10666.656        3939.406        3920.250        3904.219;
    50    0.443       10666.656        4009.219        3990.000        3973.094;
    51    0.452       10666.656        4077.938        4058.906        4042.313;
    52    0.460       10666.656        4145.750        4127.313        4111.656;
    53    0.469       10666.656        4212.750        4196.063        4181.656;
    54    0.478       10666.656        4278.719        4262.563        4248.281;
    55    0.487       10666.656        4344.281        4327.313        4312.219;
    56    0.496       10666.656        4408.875        4391.188        4375.125;
    57    0.505       10666.656        4472.969        4454.781        4437.906;
    58    0.514       10666.656        4536.531        4518.563        4501.625;
    59    0.522       10666.656        4599.250        4582.563        4566.469;
    60    0.531       10666.656        4661.219        4644.594        4628.438;
    61    0.540       10666.656        4722.563        4703.750        4686.563;
    62    0.549       10666.656        4783.188        4763.781        4746.219;
    63    0.558       10666.656        4842.844        4822.625        4804.250;
    64    0.567       10666.656        4901.906        4881.500        4863.906;
    65    0.576       10666.656        4960.625        4940.781        4924.594;
    66    0.584       10666.656        5018.813        4999.719        4984.500;
    67    0.593       10666.656        5076.906        5058.438        5043.500;
    68    0.602       10666.656        5134.125        5115.000        5098.656;
    69    0.611       10666.656        5190.813        5171.219        5154.250;
    70    0.620       10666.656        5247.219        5227.063        5210.094;
    71    0.629       10666.656        5303.156        5283.000        5266.313;
    72    0.638       10666.656        5358.344        5339.188        5323.281;
    73    0.646       10666.656        5413.219        5395.531        5380.781;
    74    0.655       10666.656        5467.656        5449.844        5435.063;
    75    0.664       10666.656        5521.563        5502.031        5486.031;
    76    0.673       10666.656        5575.031        5555.281        5539.156;
    77    0.682       10666.656        5627.781        5607.656        5590.750;
    78    0.691       10666.656        5679.750        5659.531        5642.656;
    79    0.699       10666.656        5730.750        5711.469        5695.219;
    80    0.708       10666.656        5781.281        5763.000        5748.125;
    81    0.717       10666.656        5831.281        5813.063        5798.469;
    82    0.726       10666.656        5880.750        5862.000        5846.500;
    83    0.735       10666.656        5929.375        5909.875        5893.531;
    84    0.744       10666.656        5977.188        5957.125        5940.656;
    85    0.753       10666.656        6024.500        6003.750        5987.156;
    86    0.761       10666.656        6071.250        6050.188        6033.344;
    87    0.770       10666.656        6117.406        6096.813        6080.094;
    88    0.779       10666.656        6162.875        6143.281        6127.500;
    89    0.788       10666.656        6207.656        6189.188        6173.656;
    90    0.797       10666.656        6251.656        6233.063        6217.344;
    91    0.806       10666.656        6295.250        6275.500        6259.219;
    92    0.815       10666.656        6338.406        6318.750        6302.125;
    93    0.823       10666.656        6381.188        6360.906        6344.219;
    94    0.832       10666.656        6423.344        6402.875        6385.594;
    95    0.841       10666.656        6464.719        6444.313        6427.188;
    96    0.850       10666.656        6505.250        6485.094        6468.000;
    97    0.859       10666.656        6545.281        6526.344        6509.719;
    98    0.868       10666.656        6585.000        6566.813        6550.656;
    99    0.877       10666.656        6624.406        6606.938        6590.719;
   100    0.885       10666.656        6663.469        6645.781        6629.063;
   101    0.894       10666.656        6702.000        6684.219        6667.688;
   102    0.903       10666.656        6740.094        6721.719        6704.594;
   103    0.912       10666.656        6777.438        6758.469        6740.750;
   104    0.921       10666.656        6814.313        6795.125        6777.125;
   105    0.930       10666.656        6850.906        6831.688        6813.563;
   106    0.939       10666.656        6887.219        6867.969        6849.813;
   107    0.947       10666.656        6922.938        6903.875        6885.656;
