 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000       10666.656           0.000           0.000           0.000;
     1    0.009       10666.656          29.969          14.594           7.563;
     2    0.018       10666.656         108.875          90.813          81.094;
     3    0.027       10666.656         239.938         222.281         213.375;
     4    0.035       10666.656         420.281         396.906         384.969;
     5    0.044       10666.656         652.750         632.906         623.781;
     6    0.053       10666.656         934.750         906.781         893.719;
     7    0.062       10666.656        1264.031        1241.406        1232.031;
     8    0.071       10666.656        1636.000        1607.875        1595.188;
     9    0.080       10666.656        2049.969        2027.156        2014.031;
    10    0.089       10666.656        2508.688        2484.500        2471.125;
    11    0.097       10666.656        3005.625        2977.406        2960.063;
    12    0.106       10666.656        3539.531        3513.063        3494.719;
    13    0.115       10666.656        4107.563        4076.188        4055.938;
    14    0.124       10666.656        4705.250        4670.906        4652.688;
    15    0.133       10666.656        5333.000        5293.813        5275.406;
    16    0.142       10666.656        5983.438        5946.281        5922.781;
    17    0.151       10666.656        6656.375        6619.406        6594.500;
    18    0.159       10666.656        7347.875        7308.000        7282.969;
    19    0.168       10666.656        8053.750        8015.125        7992.875;
    20    0.177       10666.656        8770.469        8733.656        8712.281;
    21    0.186       10666.656        9496.313        9460.000        9434.625;
    22    0.195       10666.656       10224.531       10188.125       10161.156;
    23    0.204       10666.656       10953.219       10920.656       10894.156;
    24    0.213       10666.656       11679.250       11649.750       11625.688;
    25    0.221       10666.656       12399.313       12365.781       12339.844;
    26    0.230       10666.656       13107.406       13083.156       13062.156;
    27    0.239       10666.656       13804.906       13778.250       13755.938;
    28    0.248       10666.656       14485.844       14463.719       14445.375;
    29    0.257       10666.656       15142.500       15124.469       15103.094;
    30    0.266       10666.656       15779.500       15766.969       15747.688;
    31    0.274       10666.656       16389.563       16374.125       16352.719;
    32    0.283       10666.656       16968.594       16957.469       16935.750;
    33    0.292       10666.656       17514.063       17507.844       17484.031;
    34    0.301       10666.656       18026.188       18018.875       17994.625;
    35    0.310       10666.656       18500.000       18492.875       18472.344;
    36    0.319       10666.656       18933.406       18920.000       18896.750;
    37    0.328       10666.656       19323.813       19316.656       19295.188;
    38    0.336       10666.656       19668.719       19660.469       19636.656;
    39    0.345       10666.656       19967.594       19960.625       19937.594;
    40    0.354       10666.656       20218.500       20213.281       20192.906;
    41    0.363       10666.656       20421.875       20414.125       20393.375;
    42    0.372       10666.656       20574.094       20571.781       20554.469;
    43    0.381       10666.656       20674.688       20665.781       20645.406;
    44    0.390       10666.656       20728.469       20727.688       20712.938;
    45    0.398       10666.656       20741.000       20738.469       20723.469;
    46    0.407       10666.656       20709.813       20713.281       20700.500;
    47    0.416       10666.656       20634.844       20644.375       20634.188;
    48    0.425       10666.656       20512.063       20525.625       20517.719;
    49    0.434       10666.656       20338.969       20359.375       20354.313;
    50    0.443       10666.656       20118.594       20135.656       20128.969;
    51    0.452       10666.656       19853.625       19878.469       19876.063;
    52    0.460       10666.656       19544.844       19565.219       19559.219;
    53    0.469       10666.656       19192.906       19217.844       19216.188;
    54    0.478       10666.656       18799.125       18822.406       18820.375;
    55    0.487       10666.656       18367.406       18391.563       18389.000;
    56    0.496       10666.656       17898.406       17930.219       17932.625;
    57    0.505       10666.656       17394.969       17423.531       17424.375;
    58    0.514       10666.656       16862.500       16897.063       16902.219;
    59    0.522       10666.656       16298.500       16329.656       16332.875;
    60    0.531       10666.656       15709.531       15741.344       15748.813;
    61    0.540       10666.656       15094.750       15127.500       15134.156;
    62    0.549       10666.656       14465.625       14492.438       14499.625;
    63    0.558       10666.656       13816.625       13842.063       13848.875;
    64    0.567       10666.656       13150.813       13178.406       13184.906;
    65    0.576       10666.656       12479.469       12499.563       12505.625;
    66    0.584       10666.656       11798.188       11819.969       11823.813;
    67    0.593       10666.656       11115.469       11132.031       11132.031;
    68    0.602       10666.656       10431.094       10454.656       10458.469;
    69    0.611       10666.656        9749.656        9764.656        9764.344;
    70    0.620       10666.656        9079.000        9093.781        9098.750;
    71    0.629       10666.656        8412.906        8424.656        8427.188;
    72    0.638       10666.656        7760.281        7771.063        7771.938;
    73    0.646       10666.656        7124.813        7140.563        7141.500;
    74    0.655       10666.656        6507.406        6516.625        6515.781;
    75    0.664       10666.656        5914.375        5927.531        5933.063;
    76    0.673       10666.656        5346.031        5353.156        5356.250;
    77    0.682       10666.656        4806.563        4818.000        4822.469;
    78    0.691       10666.656        4298.250        4305.938        4311.969;
    79    0.699       10666.656        3823.750        3836.031        3843.875;
    80    0.708       10666.656        3386.000        3396.406        3401.219;
    81    0.717       10666.656        2986.688        3000.938        3004.438;
    82    0.726       10666.656        2626.844        2637.813        2641.313;
    83    0.735       10666.656        2309.906        2319.656        2327.938;
    84    0.744       10666.656        2036.813        2046.125        2055.563;
    85    0.753       10666.656        1809.531        1820.000        1828.875;
    86    0.761       10666.656        1628.938        1636.844        1642.750;
    87    0.770       10666.656        1495.500        1507.438        1516.063;
    88    0.779       10666.656        1406.531        1410.906        1415.719;
    89    0.788       10666.656        1365.000        1369.688        1374.844;
    90    0.797       10666.656        1370.875        1371.906        1374.063;
    91    0.806       10666.656        1427.250        1424.156        1423.688;
    92    0.815       10666.656        1528.938        1520.625        1516.813;
    93    0.823       10666.656        1673.469        1664.313        1660.063;
    94    0.832       10666.656        1862.594        1847.906        1840.656;
    95    0.841       10666.656        2097.313        2085.250        2079.281;
