 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000       10666.656           0.000           0.000           0.000;
     1    0.009       10666.656           6.156           1.813           0.000;
     2    0.018       10666.656          31.219          21.844          16.813;
     3    0.027       10666.656          75.000          61.594          53.750;
     4    0.035       10666.656         136.188         120.656         111.344;
     5    0.044       10666.656         214.531         196.875         186.188;
     6    0.053       10666.656         308.406         290.781         279.938;
     7    0.062       10666.656         416.500         400.219         391.219;
     8    0.071       10666.656         540.000         520.094         508.500;
     9    0.080       10666.656         679.156         658.156         645.219;
    10    0.089       10666.656         833.156         815.219         806.094;
    11    0.097       10666.656        1001.844         978.625         965.656;
    12    0.106       10666.656        1185.406        1162.000        1149.844;
    13    0.115       10666.656        1382.688        1360.875        1349.906;
    14    0.124       10666.656        1593.563        1565.031        1552.188;
    15    0.133       10666.656        1817.813        1800.719        1794.438;
    16    0.142       10666.656        2055.000        2026.250        2014.281;
    17    0.151       10666.656        2304.406        2288.656        2285.031;
    18    0.159       10666.656        2566.688        2540.813        2531.063;
    19    0.168       10666.656        2840.125        2817.750        2811.813;
    20    0.177       10666.656        3124.531        3099.625        3092.281;
    21    0.186       10666.656        3420.094        3399.906        3393.594;
    22    0.195       10666.656        3725.406        3703.469        3696.375;
    23    0.204       10666.656        4040.844        4017.969        4010.844;
    24    0.213       10666.656        4366.188        4344.625        4337.563;
    25    0.221       10666.656        4700.000        4679.906        4673.969;
    26    0.230       10666.656        5041.313        5022.969        5017.844;
    27    0.239       10666.656        5390.563        5370.188        5364.969;
    28    0.248       10666.656        5748.688        5730.188        5726.188;
    29    0.257       10666.656        6111.563        6089.250        6082.969;
    30    0.266       10666.656        6477.750        6460.125        6454.719;
    31    0.274       10666.656        6852.000        6833.188        6827.750;
    32    0.283       10666.656        7230.688        7213.594        7209.344;
    33    0.292       10666.656        7612.875        7597.250        7593.719;
    34    0.301       10666.656        7998.250        7980.281        7976.313;
    35    0.310       10666.656        8389.250        8375.063        8373.781;
    36    0.319       10666.656        8780.594        8764.813        8762.781;
    37    0.328       10666.656        9172.594        9157.594        9154.656;
    38    0.336       10666.656        9566.813        9553.813        9553.094;
    39    0.345       10666.656        9961.313        9943.031        9938.563;
    40    0.354       10666.656       10355.844       10338.219       10333.844;
    41    0.363       10666.656       10748.375       10729.219       10723.938;
    42    0.372       10666.656       11140.125       11121.781       11116.563;
    43    0.381       10666.656       11529.906       11508.719       11502.000;
    44    0.390       10666.656       11916.469       11896.031       11889.000;
    45    0.398       10666.656       12300.625       12276.938       12269.094;
    46    0.407       10666.656       12680.875       12656.594       12647.750;
    47    0.416       10666.656       13056.469       13032.031       13022.125;
    48    0.425       10666.656       13426.344       13400.031       13388.406;
    49    0.434       10666.656       13789.375       13768.156       13759.406;
    50    0.443       10666.656       14146.938       14120.156       14108.469;
    51    0.452       10666.656       14497.344       14470.250       14460.563;
    52    0.460       10666.656       14840.000       14814.344       14806.063;
    53    0.469       10666.656       15174.531       15146.563       15136.219;
    54    0.478       10666.656       15501.281       15477.063       15469.156;
    55    0.487       10666.656       15817.250       15790.531       15780.656;
    56    0.496       10666.656       16124.531       16100.625       16091.156;
    57    0.505       10666.656       16421.469       16391.219       16375.750;
    58    0.514       10666.656       16706.938       16680.875       16666.969;
    59    0.522       10666.656       16980.750       16953.906       16939.875;
    60    0.531       10666.656       17242.813       17213.406       17199.500;
    61    0.540       10666.656       17492.531       17464.656       17450.344;
    62    0.549       10666.656       17730.219       17706.594       17694.125;
    63    0.558       10666.656       17954.844       17927.875       17912.188;
    64    0.567       10666.656       18166.156       18146.281       18134.469;
    65    0.576       10666.656       18363.750       18339.719       18326.938;
    66    0.584       10666.656       18547.219       18528.469       18517.781;
    67    0.593       10666.656       18716.281       18690.531       18675.313;
    68    0.602       10666.656       18870.719       18853.031       18842.031;
    69    0.611       10666.656       19010.125       18987.813       18973.875;
    70    0.620       10666.656       19134.875       19111.250       19096.906;
    71    0.629       10666.656       19244.625       19230.344       19221.688;
    72    0.638       10666.656       19338.625       19317.094       19303.156;
    73    0.646       10666.656       19417.500       19398.969       19387.563;
    74    0.655       10666.656       19482.531       19462.250       19450.813;
    75    0.664       10666.656       19533.094       19515.813       19507.281;
    76    0.673       10666.656       19567.938       19552.156       19544.250;
    77    0.682       10666.656       19586.594       19572.500       19565.594;
    78    0.691       10666.656       19590.469       19577.469       19571.469;
    79    0.699       10666.656       19577.531       19567.844       19563.938;
    80    0.708       10666.656       19548.563       19541.344       19539.000;
    81    0.717       10666.656       19504.750       19500.688       19500.344;
    82    0.726       10666.656       19447.250       19443.906       19443.656;
    83    0.735       10666.656       19377.344       19376.906       19377.563;
    84    0.744       10666.656       19294.813       19297.000       19299.563;
    85    0.753       10666.656       19199.156       19202.031       19205.906;
    86    0.761       10666.656       19090.594       19093.563       19097.750;
    87    0.770       10666.656       18969.500       18969.875       18973.000;
    88    0.779       10666.656       18836.031       18841.500       18847.063;
    89    0.788       10666.656       18690.313       18693.313       18696.656;
    90    0.797       10666.656       18531.063       18533.969       18538.094;
    91    0.806       10666.656       18361.031       18369.313       18376.656;
    92    0.815       10666.656       18178.438       18182.625       18188.219;
    93    0.823       10666.656       17985.156       17993.906       18002.656;
    94    0.832       10666.656       17781.250       17784.813       17790.594;
    95    0.841       10666.656       17568.344       17574.531       17582.813;
